"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.print_section","response.docs.print_page","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.subsection_name","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time","response.docs.slideshow_credits"
"31","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The candidate is talking about child care and elder care in the same breath, and making them part of his economic package. Both changes are long overdue.","https://www.nytimes.com/2020/08/02/opinion/biden-child-care.html","The candidate is talking about child care and elder care in the same breath, and making them part of his economic package. Both changes are long overdue.","Joe Biden’s recent policy proposal to address the country’s crisis of care didn’t garner major headlines. There were no haphazardly capitalized Trump tweets in response, nor congressional Republicans denouncing it as socialism. But make no mistake: His plan is quietly radical in both its comprehensiveness and its framing.","A","21","The New York Times","2020-08-02T22:25:19+0000","article","OpEd","Opinion","Op-Ed","nyt://article/b5e086d3-6cf9-5799-a04f-3dfc2870c638",1063,"nyt://article/b5e086d3-6cf9-5799-a04f-3dfc2870c638",NA,"Biden’s Quietly Radical Care Plan",NA,NA,"Biden’s  Radical  Care Plan",NA,NA,NA,"By Bryce Covert",NA,2273,30,68,NA
"32","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Researchers are struggling to understand what causes “self-neglect” — and how to fix it.","https://www.nytimes.com/2018/03/02/health/elderly-self-neglect-.html","Researchers are struggling to understand what causes “self-neglect” — and how to fix it.","The man was living alone with his two dogs, in a remote area outside San Antonio, when someone called the Texas state hotline to report that a supposed friend was financially exploiting him. So the state adult protective services agency sent a caseworker to the man’s home.","D","5","The New York Times","2018-03-02T19:59:04+0000","article","Science","Health","News","nyt://article/89116ab3-712f-55fd-a6e4-ac55ad55f427",1242,"nyt://article/89116ab3-712f-55fd-a6e4-ac55ad55f427",NA,"Elder Abuse: Sometimes It’s Self-Inflicted"," The New Old Age",NA,"When Elder Abuse Is Self-Inflicted",NA,NA,NA,"By Paula Span",NA,2273,30,68,NA
"33","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The Program of All-Inclusive Care for the Elderly, funded by Medicare and Medicaid, has quietly succeeded in enabling some older Americans to age in place.","https://www.nytimes.com/2022/03/12/health/elderly-health-care-pace.html","The Program of All-Inclusive Care for the Elderly, funded by Medicare and Medicaid, has quietly succeeded in enabling some older Americans to age in place.","Felicia Biteranta was struggling when, five years ago, she enrolled in a PACE program operated by Lutheran Senior Life in Jersey City, N.J.","D","7","The New York Times","2022-03-12T17:06:36+0000","article","Science","Health","News","nyt://article/2f3af1ea-f3b1-57f1-a0cb-ffc3e48b85f0",1196,"nyt://article/2f3af1ea-f3b1-57f1-a0cb-ffc3e48b85f0",NA,"Meet the Underdog of Senior Care","The New Old Age",NA,"Meet the Underdog of Senior Care",NA,NA,NA,"By Paula Span",NA,2273,30,68,NA
"34","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The shutdown of community centers means enforced solitude and a loss of structure.","https://www.nytimes.com/2020/03/18/nyregion/coronavirus-elderly-nyc.html","The shutdown of community centers means enforced solitude and a loss of structure.","At the Stanley M. Isaacs Neighborhood Center on Manhattan’s Upper East Side on Monday morning, a trickle of older New Yorkers, some pushing walkers or riding in mobility scooters, arrived to bad news. All group activities were canceled. Lunch was strictly to go.","MB","1","The New York Times","2020-03-18T09:00:32+0000","article","Metropolitan","New York","News","nyt://article/5e51212a-8d62-504f-ba1a-a0c2127a7388",1314,"nyt://article/5e51212a-8d62-504f-ba1a-a0c2127a7388",NA,"‘I’m Really Isolated Now’: When Elders Have to Fight Coronavirus Alone",NA,NA,"Elders Face the Pandemic Alone",NA,NA,NA,"By John Leland",NA,2273,30,68,NA
"35","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Some 41 countries across the globe guarantee their workers paid family leave to tend to children or elders. The United States doesn’t. That may be changing.","https://www.nytimes.com/2019/09/04/opinion/paid-family-leave.html","Some 41 countries across the globe guarantee their workers paid family leave to tend to children or elders. The United States doesn’t. That may be changing.","First of three articles.",NA,NA,"The New York Times","2019-09-04T16:06:19+0000","article","OpEd","Opinion","Op-Ed","nyt://article/c1095518-7069-5cea-8253-e912fec61310",1595,"nyt://article/c1095518-7069-5cea-8253-e912fec61310",NA,"Does America Care About Care? Not Enough","Fixes",NA,NA,NA,NA,NA,"By Courtney E. Martin",NA,2273,30,68,NA
"36","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Some older adults are rejecting nursing homes in favor of small residences that provide personal care and allow for a level of independence in homelike setting.","https://www.nytimes.com/2015/11/21/your-money/small-residences-for-the-elderly-provide-more-personal-homelike-care.html","Some older adults are rejecting nursing homes in favor of small residences that provide personal care and allow for a level of independence in homelike setting.","KAY LARMOR, 71, was in and out of conventional nursing homes. Then she found Green House homes at Porter Hills, in Grand Rapids, Mich., which is helping to remake long-term care.","B","5","The New York Times","2015-11-20T15:31:44+0000","article","Business","Your Money","News","nyt://article/22a6bafa-4f25-5e22-b2f0-5bb938073957",1136,"nyt://article/22a6bafa-4f25-5e22-b2f0-5bb938073957",NA,"Small Residences for the Elderly Provide More Personal, Homelike Care","Retiring",NA,"Putting the &#8216;Home&#8217; Back in Nursing Home ",NA,NA,NA,"By Constance Gustke",NA,2273,30,68,NA
"37","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A career filled with tough cases transforms a lawyer into a champion for the elderly, just like her mother.","https://www.nytimes.com/2015/11/08/jobs/coming-full-circle-to-help-her-elders.html","A career filled with tough cases transforms a lawyer into a champion for the elderly, just like her mother.","In the midst of my raging adolescence in 1979, my mother was devoting most of her time to a Jewish nursing home in Baltimore where she was the board president.","BU","7","The New York Times","2015-11-07T18:51:16+0000","article","SundayBusiness","Job Market","News","nyt://article/5e53631f-a16d-5174-871e-05869f51cff3",1315,"nyt://article/5e53631f-a16d-5174-871e-05869f51cff3",NA,"Coming Full Circle to Help Her Elders","On Work",NA,"Coming Full Circle to Help Her Elders",NA,NA,NA,"By Joy Solomon",NA,2273,30,68,NA
"38","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The pandemic has given a new urgency to the development of robots and ‘virtual assisted living’ that can help care for aging adults, physically and emotionally.","https://www.nytimes.com/2022/04/21/realestate/nursing-home-robots.html","The pandemic has given a new urgency to the development of robots and ‘virtual assisted living’ that can help care for aging adults, physically and emotionally.","Arshia Khan asked a group of older adults in Minnesota what they would like in a nursing home, and their answer surprised her. They wanted standup comedy, but not just any comedy: They wanted off-color jokes.","RE","10","The New York Times","2022-04-21T09:01:01+0000","article","RealEstate","Real Estate","News","nyt://article/610e8731-3c00-5733-ab54-b61e858b9719",1958,"nyt://article/610e8731-3c00-5733-ab54-b61e858b9719",NA,"Can Robots Save Nursing Homes?",NA,NA,"Sci-Fi Care: Can Robots Save Nursing Homes?",NA,NA,NA,"By John Leland",NA,2273,30,68,NA
"39","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Mr. Bush was in stable condition at Houston Methodist Hospital on Wednesday after doctors cleared his airway, his spokesman said. His wife, Barbara, was also admitted.","https://www.nytimes.com/2017/01/18/us/politics/george-barbara-bush-hospitalized.html","Mr. Bush was in stable condition at Houston Methodist Hospital on Wednesday after doctors cleared his airway, his spokesman said. His wife, Barbara, was also admitted.","WASHINGTON — Former President George Bush, the 41st president, was in stable condition at a Houston hospital on Wednesday after doctors performed a procedure to clear his airway, his spokesman said.","A","17","The New York Times","2017-01-18T19:12:11+0000","article","National","U.S.","News","nyt://article/89e4158a-60a9-5f15-aa54-6a4e94c7d920",234,"nyt://article/89e4158a-60a9-5f15-aa54-6a4e94c7d920","Politics","Elder President George Bush Is Hospitalized in Houston",NA,NA,"Elder President Bush Taken to a Hospital for Treatment",NA,NA,NA,"By Peter Baker",NA,2273,30,68,NA
"40","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","This short documentary tells the story of a gay Mormon’s love affair while he served on a mission in Italy.","https://www.nytimes.com/2015/06/25/opinion/elder-a-mormon-love-story.html","This short documentary tells the story of a gay Mormon’s love affair while he served on a mission in Italy.","Who doesn’t remember a first love? Particularly when it’s forbidden. That moment is captured in this Op-Doc video about Tom Clark, who chronicles his love affair as a young, gay Mormon missionary in 1974.",NA,NA,"The New York Times","2015-06-25T11:00:06+0000","article","OpEd","Opinion","Op-Ed","nyt://article/7cb5018a-929c-58d8-a6ab-7042b87793ad",293,"nyt://article/7cb5018a-929c-58d8-a6ab-7042b87793ad",NA,"‘Elder: A Mormon Love Story’","Op-Docs",NA,NA,NA,NA,NA,"By Genéa Gaudet",NA,2273,30,68,NA
"41","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Thinking of it this way creates a boundary between me and the treacherous drop of despair.","https://www.nytimes.com/2022/05/08/opinion/dementia-elder-care.html","Thinking of it this way creates a boundary between me and the treacherous drop of despair.","On a recent Sunday, I brought my 86-year-old mother, Bunny, a tremendously gaudy fake pearl ring with an elastic band. She loved it. Rings are of great value to her now, as they can dazzle and are never out of reach. My mother has dementia, in its final stage. Each time I put the ring on her finger, it will be the first time.","A","23","The New York Times","2022-05-08T10:00:05+0000","article","OpEd","Opinion","Op-Ed","nyt://article/691ef4f9-97c9-5839-85bd-3e4c6359bca8",1289,"nyt://article/691ef4f9-97c9-5839-85bd-3e4c6359bca8",NA,"Dementia Is a Place Where My Mother Lives. It Is Not Who She Is.","Guest Essay",NA,"Dementia Is Where My Mother Lives. It Is Not Who She Is.",NA,NA,NA,"By Suzanne Finnamore",NA,2273,40,33,NA
"42","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","For years Ms. Elder reported the results of CBS News/Times polls assessing the public’s views on politicians, social issues and even driving habits.","https://www.nytimes.com/2017/12/21/obituaries/janet-elder-a-top-editor-at-the-times-is-dead-at-61.html","For years Ms. Elder reported the results of CBS News/Times polls assessing the public’s views on politicians, social issues and even driving habits.","Janet Elder, who in a three-decade career at The New York Times rose from reporter to deputy managing editor, along the way spending many years as the editor of news surveys and election analysis, died on Wednesday in Manhattan. She was 61.","A","25","The New York Times","2017-12-21T17:25:23+0000","article","Obits","Obituaries","Obituary (Obit)","nyt://article/0f293e31-351e-5fd5-b7e3-29e112555d45",863,"nyt://article/0f293e31-351e-5fd5-b7e3-29e112555d45",NA,"Janet Elder, a Top Editor at The Times, Dies at 61",NA,NA,"Janet Elder, a Top Editor  At The Times, Dies at 6  1",NA,NA,NA,"By Neil Genzlinger",NA,2273,40,33,NA
"43","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","After four decades, the law of the land is that these employees have the same basic labor protections as other employees.","https://www.nytimes.com/2016/07/03/opinion/sunday/home-care-workers-can-finally-claim-victory.html","After four decades, the law of the land is that these employees have the same basic labor protections as other employees.","The Supreme Court ensured that millions of working people would get fairer treatment when it decided last week not to consider Home Care Association of America v. Weil. That case was the last attempt by home care employers (mostly for-profit agencies) to avoid paying home care workers (mainly women of color) the minimum wage and overtime pay.","SR","8","The New York Times","2016-07-02T19:24:37+0000","article","Editorial","Opinion","Editorial","nyt://article/d5a70ce6-88fd-5119-b373-0732b75bd592",391,"nyt://article/d5a70ce6-88fd-5119-b373-0732b75bd592","Sunday Review","Home Care Workers Can Finally Claim Victory","Editorial",NA,"Home Care Workers Can Finally Claim Victory",NA,NA,NA,"By The Editorial Board","The Editorial Board",2273,40,33,NA
