"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.subsection_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.print_section","response.docs.print_page","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time"
"32","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","By acting as patient advocates, doctors and other health care professional can do more to support broader family leave policies.","https://well.blogs.nytimes.com/2015/01/29/doctors-as-advocates-for-family-leave/","By acting as patient advocates, doctors and other health care professional can do more to support broader family leave policies.","Birdlike and in his 80s, the patient had come to the hospital complaining of a new cough. But it was not he whom my colleagues and I found most disquieting.","The New York Times","2015-01-29T10:45:15+0000","article","Science","Health",NA,"News","nyt://article/ae39f3e0-1ec1-53fc-947d-821510f96855",1114,"nyt://article/ae39f3e0-1ec1-53fc-947d-821510f96855",NA,NA,"Doctors as Advocates for Family Leave","Well",NA,NA,NA,NA,NA,"By Pauline W. Chen, M.D",NA,266,30,28
"33","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Caregivers aren’t supported, and America overlooks their importance.","https://www.nytimes.com/2019/03/25/upshot/my-friends-cancer-taught-me-about-a-hole-in-our-health-system.html","Caregivers aren’t supported, and America overlooks their importance.","Last year, one of my best friends learned he had cancer. ","The New York Times","2019-03-25T08:31:27+0000","article","Upshot","The Upshot",NA,"News","nyt://article/5e576a8c-275b-5f9b-b239-3dbd2b5931c1",1284,"nyt://article/5e576a8c-275b-5f9b-b239-3dbd2b5931c1","B","7","My Friend’s Cancer Taught Me About a Hole in Our Health System","The New Health Care",NA,"My Friend’s Cancer Taught Me There’s a Hole in Our System",NA,NA,NA,"By Aaron E. Carroll",NA,266,30,28
"34","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In a historic reversal, fewer patients are dying in hospitals. But experts warn that many families are unprepared to care for seriously ill relatives at home.","https://www.nytimes.com/2019/12/11/health/death-hospitals-home.html","In a historic reversal, fewer patients are dying in hospitals. But experts warn that many families are unprepared to care for seriously ill relatives at home.","For the first time over a half century, more people in the United States are dying at home than in hospitals, a remarkable turnabout in Americans’ view of a so-called “good death.”","The New York Times","2019-12-11T22:00:12+0000","article","Science","Health",NA,"News","nyt://article/02c56b21-042a-5797-9868-b6335552120a",924,"nyt://article/02c56b21-042a-5797-9868-b6335552120a","A","19","More Americans Are Dying at Home Than in Hospitals",NA,NA,"For More People, Life Ends Naturally at Home",NA,NA,NA,"By Gina Kolata",NA,266,30,28
"35","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Justices revived a state law that bans people from collecting other voters’ completed absentee ballots and submitting them to election officials.","https://www.nytimes.com/2016/11/06/us/politics/arizona-supreme-court-absentee-ballots.html","Justices revived a state law that bans people from collecting other voters’ completed absentee ballots and submitting them to election officials.","WASHINGTON — The Supreme Court issued an order on Saturday allowing Arizona to enforce a law banning so-called ballot harvesting, in which others collect voters’ completed absentee ballots and submit them to election officials. The court’s two-sentence order stayed a ruling from the United States Court of Appeals for the Ninth Circuit that would have temporarily blocked the law.","The New York Times","2016-11-05T17:31:12+0000","article","National","U.S.","Politics","News","nyt://article/34a9157a-df53-5687-8dc4-36ca9b8120c1",410,"nyt://article/34a9157a-df53-5687-8dc4-36ca9b8120c1","A","27","Arizona Can Ban ‘Ballot Harvesting,’ Supreme Court Says",NA,NA,"Court Lets Arizona Ban ‘Harvesting’ of Ballots",NA,NA,NA,"By Adam Liptak",NA,266,30,28
"36","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","It’s a nightmare that becomes a reality for patients, parents and caregivers across the United States every day.","https://www.nytimes.com/paidpost/retailmenot/rxsaver/4-surprising-truths-about-prescription-drug-prices.html","It’s a nightmare that becomes a reality for patients, parents and caregivers across the United States every day.","",NA,"2019-04-04T14:18:38+0000","paidpost","","T Brand",NA,NA,"nyt://paidpost/1c56566c-0620-5762-8c53-cecb285a7dfd",1204,"nyt://paidpost/1c56566c-0620-5762-8c53-cecb285a7dfd",NA,NA,"4 Surprising Truths About Prescription Drug Prices",NA,NA,NA,NA,NA,NA,NA,NA,266,30,28
"37","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Readers shared their experiences of helping ailing relatives. For some, it brought crippling financial burdens and depression. Many also found moments of profound joy.","https://www.nytimes.com/2019/09/05/reader-center/taking-care-of-elderly-relatives.html","Readers shared their experiences of helping ailing relatives. For some, it brought crippling financial burdens and depression. Many also found moments of profound joy.","Daughters said they sacrificed careers when their relatives wouldn’t. Others said hiring help sapped finances. And more than a few found treasured final moments with loved ones despite the overwhelming work of caring for them.","The New York Times","2019-09-05T12:36:48+0000","article","Insider","Reader Center",NA,"News","nyt://article/bce8a055-953d-56d5-9abc-14a7275f9859",1693,"nyt://article/bce8a055-953d-56d5-9abc-14a7275f9859",NA,NA,"‘I Put My Own Life on Hold’: The Pain and Joy of Caring for Parents",NA,NA,NA,NA,NA,NA,"By Aidan Gardiner",NA,266,30,28
"38","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The United States has nearly one-third of all female prisoners in the world.","https://www.nytimes.com/2015/11/30/opinion/women-behind-bars.html","The United States has nearly one-third of all female prisoners in the world.","In the last few years, America’s out-of-control incarceration boom has finally started to get the sustained public scrutiny, and condemnation, that it deserves. But one key element of the story still receives too little attention: the number of women in the nation’s prisons and jails.","The New York Times","2015-11-30T08:20:22+0000","article","Editorial","Opinion",NA,"Editorial","nyt://article/aef7d870-3aba-530a-88c6-06de6b68ad16",518,"nyt://article/aef7d870-3aba-530a-88c6-06de6b68ad16","A","22","Women Behind Bars","Editorial",NA,"Women Behind Bars",NA,NA,NA,"By The Editorial Board","The Editorial Board",266,30,28
"39","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Parents may underestimate how profound the loss can be to young children.","https://www.nytimes.com/2017/08/21/well/family/when-the-nanny-leaves.html","Parents may underestimate how profound the loss can be to young children.","As they walk out the door each morning, working parents are grateful for the nannies who care for their children in their absence. And yet, those same parents often struggle with the knowledge that their young children spend more waking hours with their nannies than with their mothers and fathers.","The New York Times","2017-08-21T10:00:04+0000","article","Well","Well","Family","News","nyt://article/6b5a94a4-8e4a-547c-9d0b-6c53f9df61ef",1160,"nyt://article/6b5a94a4-8e4a-547c-9d0b-6c53f9df61ef",NA,NA,"When the Nanny Leaves",NA,NA,NA,NA,NA,NA,"By Alexandra Sacks, M.d",NA,266,30,28
"40","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Robotic companions are being promoted as an antidote to the burden of longer, lonelier human lives. At stake is the future of what it means to be human.","https://www.nytimes.com/2019/12/13/opinion/robot-caregiver-aging.html","Robotic companions are being promoted as an antidote to the burden of longer, lonelier human lives. At stake is the future of what it means to be human.","After Constance Gemson moved her mother to an assisted living facility, the 92-year-old became more confused, lonely and inarticulate. Two full-time private aides, kind and attentive as they were, couldn’t possibly meet all their patient’s needs for connection. ","The New York Times","2019-12-13T11:00:06+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/5f977efc-6275-5c9d-ae29-5a3fa985cbe1",1760,"nyt://article/5f977efc-6275-5c9d-ae29-5a3fa985cbe1","A","23","Would You Let a Robot Take Care of Your Mother?",NA,NA,"Would You Let a Robot Take Care of Your Mom?",NA,NA,NA,"By Maggie Jackson",NA,266,30,28
"41","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The U.S. has long overlooked the challenges for people with both jobs outside the home and the responsibility of looking after others. Could that be about to change?","https://www.nytimes.com/2020/07/23/upshot/biden-caregiving-plan.html","The U.S. has long overlooked the challenges for people with both jobs outside the home and the responsibility of looking after others. Could that be about to change?","Even though women have always done most of the caregiving, both paid and unpaid, it’s never been just a women’s issue.","The New York Times","2020-07-23T09:00:19+0000","article","Upshot","The Upshot",NA,"News","nyt://article/a4e39751-ca81-5b7b-980c-43c0553b41dd",883,"nyt://article/a4e39751-ca81-5b7b-980c-43c0553b41dd","B","4","How Caregiving Became More Than Just a Women’s Issue",NA,NA,"Pandemic Proved That Caregiving Isn’t a Women’s Issue, It’s Everybody’s Issue",NA,NA,NA,"By Claire Cain Miller",NA,266,40,23
"42","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Courts have blocked other states from putting in place their work rules for recipients.","https://www.nytimes.com/2019/12/12/health/medicaid-work-requirements-SC.html","Courts have blocked other states from putting in place their work rules for recipients.","WASHINGTON — Although the courts have so far blocked President Trump’s attempts to impose work requirements on Medicaid recipients, his administration announced on Thursday that it would allow a 10th state, South Carolina, to condition Medicaid eligibility for many poor adults on proving that they work or engage in other activities, like volunteering.","The New York Times","2019-12-12T21:39:31+0000","article","Science","Health",NA,"News","nyt://article/2b2379f2-6fec-58e9-abdf-03a3a14e8945",875,"nyt://article/2b2379f2-6fec-58e9-abdf-03a3a14e8945","B","3","South Carolina Is the 10th State to Impose Medicaid Work Requirements",NA,NA,"South Carolina to Impose Work Rules for Medicaid",NA,NA,NA,"By Abby Goodnough",NA,266,40,23
"43","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Caring for kids and parents simultaneously can carry an emotional and financial toll.","https://www.nytimes.com/2022/11/02/opinion/sandwich-generation.html","Caring for kids and parents simultaneously can carry an emotional and financial toll.","In early 2020, I wrote about the struggles of the “sandwich generation,” demographers’ label for those who are caring for children and aging relatives at the same time. The sandwich generation parents I spoke to in that prepandemic moment talked about the emotional and financial toll of that level of caregiving responsibility. Some had to leave full-time employment or change jobs because caring for a parent with failing health and children with their own abundant needs took too much time and required too much flexibility.","The New York Times","2022-11-02T13:20:14+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/dd8a4dc6-c863-55ca-a2c2-ed77dcd71f2c",1869,"nyt://article/dd8a4dc6-c863-55ca-a2c2-ed77dcd71f2c","A","27","The Sandwich Generation Is Getting Squished","Jessica Grose",NA,"The Sandwich Generation Is Getting Squished",NA,NA,NA,"By Jessica Grose",NA,266,40,23
"44","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The growing number of coordinators and managers at various levels leaves questions about who is mainly in charge.","https://www.nytimes.com/2015/04/14/health/the-tangle-of-coordinated-health-care.html","The growing number of coordinators and managers at various levels leaves questions about who is mainly in charge.","Who coordinates the coordinators?","The New York Times","2015-04-13T19:01:47+0000","article","Science","Health",NA,"News","nyt://article/fc9ebd87-4876-5e50-bf90-ae546539df95",1090,"nyt://article/fc9ebd87-4876-5e50-bf90-ae546539df95","D","3","The Tangle of Coordinated Health Care"," The New Old Age",NA,"They’re All Just Trying to Help",NA,NA,NA,"By Paula Span",NA,266,40,23
