"abstract","snippet","lead_paragraph","source","pub_date","document_type","section_name","type_of_material","_id","subsection_name","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","slideshow_credits"
"Senior Republican officials say the conservatives pushing the shutdown are undermining the party and its efforts to modernize, and helping President Obama just as his standing with the public has begun to slide.","Senior Republican officials say the conservatives pushing the shutdown are undermining the party and its efforts to modernize, and helping President Obama just as his standing with the public has begun to slide.","WASHINGTON — The hard-line stance of Republican House members on the government shutdown is generating increasing anger among senior Republican officials, who say the small bloc of conservatives is undermining the party and helping President Obama just as the American people appeared to be losing confidence in him.","The New York Times","2013-10-04T01:19:17+0000","article","U.S.","News","nyt://article/97ce29dc-fd3a-56e7-9e3d-ff46b422b725","Politics","G.O.P. Elders See Liabilities in Shutdown",NA,NA,"G.O.P. Elders See Liabilities In Shutdown",NA,NA,NA,NA
"A new Web site aims to connect seniors and caregivers to community dental services.","A new Web site aims to connect seniors and caregivers to community dental services.","Finding affordable dental services can be daunting for aging parents and a headache for family members coordinating their care. Retirees, after all, often lose dental insurance after leaving the workplace, and Medicare does not cover cleanings, fillings or dentures. Dental coverage for adults on Medicaid varies broadly, depending on the state. ","The New York Times","2013-10-08T15:57:19+0000","article","Health","News","nyt://article/e4acbe44-e12b-5ccc-a6b0-2beed06f7746",NA,"A Guide to Affordable Dental Care","The New Old Age",NA,NA,NA,NA,NA,NA
"Mr. Bush was in stable condition at Houston Methodist Hospital on Wednesday after doctors cleared his airway, his spokesman said. His wife, Barbara, was also admitted.","Mr. Bush was in stable condition at Houston Methodist Hospital on Wednesday after doctors cleared his airway, his spokesman said. His wife, Barbara, was also admitted.","WASHINGTON — Former President George Bush, the 41st president, was in stable condition at a Houston hospital on Wednesday after doctors performed a procedure to clear his airway, his spokesman said.","The New York Times","2017-01-18T19:12:11+0000","article","U.S.","News","nyt://article/89e4158a-60a9-5f15-aa54-6a4e94c7d920","Politics","Elder President George Bush Is Hospitalized in Houston",NA,NA,"Elder President Bush Taken to a Hospital for Treatment",NA,NA,NA,NA
"This short documentary tells the story of a gay Mormon’s love affair while he served on a mission in Italy.","This short documentary tells the story of a gay Mormon’s love affair while he served on a mission in Italy.","Who doesn’t remember a first love? Particularly when it’s forbidden. That moment is captured in this Op-Doc video about Tom Clark, who chronicles his love affair as a young, gay Mormon missionary in 1974.","The New York Times","2015-06-25T11:00:06+0000","article","Opinion","Op-Ed","nyt://article/7cb5018a-929c-58d8-a6ab-7042b87793ad",NA,"‘Elder: A Mormon Love Story’","Op-Docs",NA,NA,NA,NA,NA,NA
"Thinking of it this way creates a boundary between me and the treacherous drop of despair.","Thinking of it this way creates a boundary between me and the treacherous drop of despair.","On a recent Sunday, I brought my 86-year-old mother, Bunny, a tremendously gaudy fake pearl ring with an elastic band. She loved it. Rings are of great value to her now, as they can dazzle and are never out of reach. My mother has dementia, in its final stage. Each time I put the ring on her finger, it will be the first time.","The New York Times","2022-05-08T10:00:05+0000","article","Opinion","Op-Ed","nyt://article/691ef4f9-97c9-5839-85bd-3e4c6359bca8",NA,"Dementia Is a Place Where My Mother Lives. It Is Not Who She Is.","Guest Essay",NA,"Dementia Is Where My Mother Lives. It Is Not Who She Is.",NA,NA,NA,NA
"The full report from the federal Long-Term Care Commission offers few ideas about how Americans should pay for long-term care.","The full report from the federal Long-Term Care Commission offers few ideas about how Americans should pay for long-term care.","The federal Long-Term Care Commission published its full report on Wednesday, but it did little to change the perception that substantial relief for caregivers will be a long time coming.","The New York Times","2013-09-19T20:59:26+0000","article","Health","News","nyt://article/a99763b1-adcb-52d9-b7e1-5539a6e9c4e6",NA,"No Easy Answers on Financing Long-Term Care","The New Old Age",NA,NA,NA,NA,NA,NA
"For years Ms. Elder reported the results of CBS News/Times polls assessing the public’s views on politicians, social issues and even driving habits.","For years Ms. Elder reported the results of CBS News/Times polls assessing the public’s views on politicians, social issues and even driving habits.","Janet Elder, who in a three-decade career at The New York Times rose from reporter to deputy managing editor, along the way spending many years as the editor of news surveys and election analysis, died on Wednesday in Manhattan. She was 61.","The New York Times","2017-12-21T17:25:23+0000","article","Obituaries","Obituary (Obit)","nyt://article/0f293e31-351e-5fd5-b7e3-29e112555d45",NA,"Janet Elder, a Top Editor at The Times, Dies at 61",NA,NA,"Janet Elder, a Top Editor  At The Times, Dies at 6  1",NA,NA,NA,NA
"After four decades, the law of the land is that these employees have the same basic labor protections as other employees.","After four decades, the law of the land is that these employees have the same basic labor protections as other employees.","The Supreme Court ensured that millions of working people would get fairer treatment when it decided last week not to consider Home Care Association of America v. Weil. That case was the last attempt by home care employers (mostly for-profit agencies) to avoid paying home care workers (mainly women of color) the minimum wage and overtime pay.","The New York Times","2016-07-02T19:24:37+0000","article","Opinion","Editorial","nyt://article/d5a70ce6-88fd-5119-b373-0732b75bd592","Sunday Review","Home Care Workers Can Finally Claim Victory","Editorial",NA,"Home Care Workers Can Finally Claim Victory",NA,NA,NA,NA
"With a growing population of Americans over the age of 65, but a lack of trained home health care workers, more and more people could opt to hire robots to do the job.","With a growing population of Americans over the age of 65, but a lack of trained home health care workers, more and more people could opt to hire robots to do the job.","In the opening scene of the movie “Robot & Frank,” which takes place in the near future, Frank, an elderly man who lives alone, is arguing with his son about going to a medical center for Alzheimer’s treatment when the son interrupts him. “I brought you something,” he says to Frank. Then the son pulls a large, white humanoid robot from the trunk of his car.","The New York Times","2013-05-19T15:00:51+0000","article","Technology","News","nyt://article/c3888123-e195-5046-ac7b-6b894da41c4c",NA,"Disruptions: Helper Robots Are Steered, Tentatively, to Care for the Aging","Bits",NA,"Helper Robots Are Steered, Tentatively, to Care for Aging",NA,NA,NA,NA
"As gay, lesbian and transgender communities become less stigmatized — in part thanks to mentor-mentee relationships — will it be easier for young people to imagine a life where they actually grow old?","As gay, lesbian and transgender communities become less stigmatized — in part thanks to mentor-mentee relationships — will it be easier for young people to imagine a life where they actually grow old?","“It’s weird being dead,” wrote a 51-year-old man from Jackson, Miss. He had contacted me on Jack’d, a dating and social app that’s particularly popular among gay and trans men of color. He wasn’t being literal, of course, but the message was clear: “The gay community publishes your obituary at 40 if you live that long,” he said. ","The New York Times","2019-06-18T09:00:13+0000","article","U.S.","News","nyt://article/cd1bddf8-cc0e-5ec6-80b9-f0ecb1dbb3fd",NA,"Generations of Mentorship: Conversations With L.G.B.T.Q. Elders",NA,NA,NA,NA,NA,NA,NA
"In New York, the institutions, intended to save the state money, have undergone a vast expansion and are serving many older people who are not impaired.","In New York, the institutions, intended to save the state money, have undergone a vast expansion and are serving many older people who are not impaired.","Scores of elderly Russian immigrants played bingo under the chandeliers of a former funeral parlor in Brooklyn on a recent Monday, with a free dinner and door-to-door transportation from anywhere in the city.","The New York Times","2013-04-23T01:28:52+0000","article","New York","News","nyt://article/13cf1763-7533-5f91-b69a-4b40b757567b",NA,"Day Centers Sprout Up, Luring Fit Elders and Costing Medicaid",NA,NA,"Day Centers Sprout Up, Luring Fit Elders and Costing Medicaid",NA,NA,NA,NA
